series_id,year,period,value,footnote_codes,date,series_title
LNU01049602,2007,M10,69784,"",2007-10-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2007,M11,69877,"",2007-11-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2007,M12,69655,"",2007-12-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2008,M01,69367,"",2008-01-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2008,M02,69141,"",2008-02-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2008,M03,69378,"",2008-03-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2008,M04,69507,"",2008-04-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2008,M05,69898,"",2008-05-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2008,M06,70477,"",2008-06-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2008,M07,71178,"",2008-07-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2008,M08,70691,"",2008-08-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2008,M09,70360,"",2008-09-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2008,M10,70424,"",2008-10-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2008,M11,70008,"",2008-11-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2008,M12,69913,"",2008-12-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2009,M01,69560,"",2009-01-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2009,M02,69779,"",2009-02-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2009,M03,69713,"",2009-03-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2009,M04,69930,"",2009-04-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2009,M05,70101,"",2009-05-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2009,M06,70663,"",2009-06-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2009,M07,70916,"",2009-07-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2009,M08,70433,"",2009-08-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2009,M09,69871,"",2009-09-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2009,M10,70112,"",2009-10-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2009,M11,69952,"",2009-11-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2009,M12,69594,"",2009-12-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2010,M01,69629,"",2010-01-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2010,M02,69824,"",2010-02-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2010,M03,70338,"",2010-03-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2010,M04,70471,"",2010-04-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2010,M05,70298,"",2010-05-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2010,M06,70824,"",2010-06-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2010,M07,70999,"",2010-07-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2010,M08,70744,"",2010-08-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2010,M09,70272,"",2010-09-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2010,M10,70220,"",2010-10-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2010,M11,70296,"",2010-11-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2010,M12,70228,"",2010-12-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2011,M01,70029,"",2011-01-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2011,M02,70315,"",2011-02-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2011,M03,70506,"",2011-03-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2011,M04,70399,"",2011-04-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2011,M05,70803,"",2011-05-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2011,M06,71192,"",2011-06-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2011,M07,71285,"",2011-07-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2011,M08,71295,"",2011-08-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2011,M09,70876,"",2011-09-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2011,M10,71148,"",2011-10-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2011,M11,71217,"",2011-11-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2011,M12,71182,"",2011-12-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2012,M01,70742,"",2012-01-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2012,M02,70803,"",2012-02-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2012,M03,70984,"",2012-03-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2012,M04,70766,"",2012-04-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2012,M05,71452,"",2012-05-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2012,M06,72282,"",2012-06-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2012,M07,72405,"",2012-07-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2012,M08,71750,"",2012-08-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2012,M09,71474,"",2012-09-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2012,M10,71930,"",2012-10-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2012,M11,71672,"",2012-11-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2012,M12,71654,"",2012-12-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2013,M01,71776,"",2013-01-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2013,M02,71520,"",2013-02-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2013,M03,71679,"",2013-03-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2013,M04,71577,"",2013-04-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2013,M05,72196,"",2013-05-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2013,M06,72989,"",2013-06-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2013,M07,73049,"",2013-07-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2013,M08,72631,"",2013-08-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2013,M09,72266,"",2013-09-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2013,M10,71882,"",2013-10-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2013,M11,72055,"",2013-11-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2013,M12,71750,"",2013-12-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2014,M01,71642,"",2014-01-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2014,M02,71799,"",2014-02-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2014,M03,72298,"",2014-03-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2014,M04,71995,"",2014-04-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2014,M05,72543,"",2014-05-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2014,M06,73460,"",2014-06-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2014,M07,73773,"",2014-07-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2014,M08,73225,"",2014-08-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2014,M09,72708,"",2014-09-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2014,M10,72753,"",2014-10-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2014,M11,72271,"",2014-11-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2014,M12,72318,"",2014-12-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2015,M01,72474,"",2015-01-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2015,M02,72636,"",2015-02-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2015,M03,72780,"",2015-03-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2015,M04,72880,"",2015-04-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2015,M05,73468,"",2015-05-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2015,M06,73791,"",2015-06-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2015,M07,74010,"",2015-07-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2015,M08,73454,"",2015-08-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2015,M09,72861,"",2015-09-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2015,M10,73090,"",2015-10-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2015,M11,72844,"",2015-11-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2015,M12,72999,"",2015-12-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2016,M01,73011,"",2016-01-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2016,M02,73736,"",2016-02-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2016,M03,74219,"",2016-03-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2016,M04,74087,"",2016-04-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2016,M05,74202,"",2016-05-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2016,M06,75090,"",2016-06-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2016,M07,75343,"",2016-07-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2016,M08,74927,"",2016-08-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2016,M09,74586,"",2016-09-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2016,M10,74701,"",2016-10-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2016,M11,74491,"",2016-11-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2016,M12,74321,"",2016-12-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2017,M01,74235,"",2017-01-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2017,M02,74411,"",2017-02-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2017,M03,74648,"",2017-03-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2017,M04,74682,"",2017-04-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2017,M05,75159,"",2017-05-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2017,M06,75708,"",2017-06-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2017,M07,76042,"",2017-07-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2017,M08,75497,"",2017-08-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049602,2017,M09,75362,"",2017-09-01,"(Unadj) Civilian Labor Force Level - Men, Nonveterans, 18 years and over"
LNU01049601,2006,M05,134930,"",2006-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2006,M06,136067,"",2006-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2006,M07,136779,"",2006-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2006,M08,136500,"",2006-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2006,M09,136059,"",2006-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2006,M10,136658,"",2006-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2006,M11,136939,"",2006-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2006,M12,136941,"",2006-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2007,M01,136895,"",2007-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2007,M02,136805,"",2007-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2007,M03,137035,"",2007-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2007,M04,136602,"",2007-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2007,M05,137004,"",2007-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2007,M06,138289,"",2007-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2007,M07,138930,"",2007-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2007,M08,138026,"",2007-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2007,M09,138381,"",2007-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2007,M10,138615,"",2007-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2007,M11,138962,"",2007-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2007,M12,138675,"",2007-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2008,M01,138146,"",2008-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2008,M02,137766,"",2008-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2008,M03,138325,"",2008-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2008,M04,138495,"",2008-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2008,M05,139152,"",2008-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2008,M06,140003,"",2008-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2008,M07,140714,"",2008-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2008,M08,140266,"",2008-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2008,M09,139787,"",2008-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2008,M10,140214,"",2008-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2008,M11,139831,"",2008-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2008,M12,139699,"",2008-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2009,M01,139074,"",2009-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2009,M02,139316,"",2009-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2009,M03,139418,"",2009-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2009,M04,139733,"",2009-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2009,M05,139810,"",2009-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2009,M06,140895,"",2009-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2009,M07,141217,"",2009-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2009,M08,140266,"",2009-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2009,M09,139505,"",2009-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2009,M10,139792,"",2009-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2009,M11,139779,"",2009-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2009,M12,138955,"",2009-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2010,M01,139297,"",2010-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2010,M02,139527,"",2010-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2010,M03,140085,"",2010-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2010,M04,140337,"",2010-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2010,M05,140032,"",2010-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2010,M06,140570,"",2010-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2010,M07,140908,"",2010-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2010,M08,140472,"",2010-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2010,M09,140190,"",2010-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2010,M10,140044,"",2010-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2010,M11,140294,"",2010-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2010,M12,139806,"",2010-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2011,M01,139440,"",2011-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2011,M02,139606,"",2011-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2011,M03,140108,"",2011-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2011,M04,139957,"",2011-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2011,M05,140321,"",2011-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2011,M06,140742,"",2011-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2011,M07,140959,"",2011-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2011,M08,140818,"",2011-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2011,M09,140784,"",2011-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2011,M10,140986,"",2011-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2011,M11,140734,"",2011-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2011,M12,140627,"",2011-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2012,M01,140958,"",2012-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2012,M02,141354,"",2012-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2012,M03,141430,"",2012-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2012,M04,141057,"",2012-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2012,M05,141926,"",2012-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2012,M06,142908,"",2012-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2012,M07,142848,"",2012-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2012,M08,142098,"",2012-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2012,M09,142110,"",2012-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2012,M10,142934,"",2012-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2012,M11,142232,"",2012-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2012,M12,142344,"",2012-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2013,M01,141994,"",2013-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2013,M02,141754,"",2013-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2013,M03,141710,"",2013-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2013,M04,141712,"",2013-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2013,M05,142557,"",2013-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2013,M06,143662,"",2013-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2013,M07,143519,"",2013-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2013,M08,143021,"",2013-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2013,M09,142644,"",2013-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2013,M10,142054,"",2013-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2013,M11,142265,"",2013-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
LNU01049601,2013,M12,141800,"",2013-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over"
